Name,Latitude Degree,Longitude Degree,Local Code
Blech Ranch Airport,35.6,120.34,0CA9
Shaniko Ranch Airport,45,120.74,9OR1
Shaniko Cattle Airport,44.96,120.89,OG54
Shannon Flight Strip,34.35,85.08,2GA8
Janssen Airport,42.23,89.74,1LL6
Sneek Airport,42.18,89.68,2IL0
Spearman Field,34.16,88.76,4MS4
Wolomolopoag STOLport,42.1,71.21,MA66
Hermitage Airport,41.2,80.42,PA22
Lackawannock Airport,41.21,80.36,PN99
Barten Airport,42.52,88.75,WS55
Wiita Farms Airport,41.07,81.75,65OH
Sharondale Field,41.12,81.72,OI46
Walker Strip,38.85,101.75,6KS3
Bussen Airport,38.91,101.78,6KS4
Sharon Airport,42.78,74.58,K31
Boyle's Landing Airport,42.82,74.62,NK91
Lake View Airport,36.34,83.78,TN10
Rolling Meadows Airfield,33.38,84.63,29GA
Salsbery Airport,40.38,86.06,II70
The Old Commonwealth Aerodrome,40.49,76.10,2PA6
Cedar Creek Airport,40.62,82.64,2OH4
Tapley Airport,33.6,90.78,1MS0
Skelton Airport,33.6,90.80,MS85
Wilding Farm Airport,48.57,122.95,6WA5
Dillenburg's Airport,44.75,88.73,8WI1
Bluebird Airpark,35.4,96.83,OK22
Fletcher Airport,41.44,80.15,0PN0
Shearer US Forest Service Airport,45.99,114.84,2U5
Van Der Vaart Airport,43.68,87.73,WN03
Feldmann Field,43.8,87.90,4WI6
Sheep Mountain Airport,61.81,147.51,SMU
Edwin G. Bennett Airport,41.35,89.77,1LL7
Cmelak Field,42.08,73.31,MA18
Smokey Mtn Ranch Airport,30.74,102.02,09TX
Canon Ranch Airport,30.75,101.96,9TX9
Frogs End Airport,44.37,73.15,42VT
Shelburne Farms Airport,44.4,73.27,VT22
Bostwick Farm Airport,44.37,73.25,VT23
Shelburne Airport,44.36,73.23,VT8
Shelby Air Service Airport,33.97,90.77,93MS
Christmas Airport,33.92,90.79,MS03
29NC Airport,35.31,81.63,29NC
Dirt Dobber's Grass Strip,35.37,81.52,NC97
Zelazny Airport,43.16,78.36,88NY
Nasby Airport,39.52,85.69,70II
Foltz Farm Airport,39.59,85.74,93IN
Solenberg Airport,39.48,85.88,II97
Pherigo Airport,39.49,85.81,IN49
Siefert Airport,39.44,85.77,IN50
Miles Field,38.13,85.13,3KY9
Hemp Ridge Airport,38.15,85.12,64KY
Shelby County Airport,39.81,92.05,6K2
Fairfield Airpark,35.52,86.42,0
Pleasant Grove Airpark,35.4,86.55,8TN2
Zoomer Field,40.79,87.56,1LL8
Kraig Farms Airport,46.61,97.44,NA05
The Peninsula Airport,36.56,93.51,21MU
Turkey Mountain Estates Airport,36.59,93.67,MO00
Barbour Island Airport,31.58,81.23,72GA
Westmoreland Airport,41.06,72.36,49NY
Shenandoah Airpark,40.92,82.48,70OH
Lake Water Wheel Airport,30.47,94.91,XS99
Morin Airport,42.71,75.89,7NK7
Cwian Field,41.54,88.69,2LL1
Harrington Farms Airport,41.56,88.66,IS95
Windy Knoll Airport,40.14,86.15,IN51
Minikey Airport,43.16,85.06,MI13
Hibbs Farm Airport,40.51,94.58,MO62
Tezak's-Colterville-Spur Airport,45.4,112.17,MT22
Abba's Airport,45.1,123.42,91OR
Mach-O Acres Airport,45.2,123.37,98OR
Poverty Hollow Airport,45.16,123.39,OG23
Galaxy Ranch Airport,29.36,96.62,72TS
Symons Airport,44.84,106.82,WY37
Pratt's Eastern Divide Airport,42.15,79.69,D88
Butler Airport,33.67,96.69,11TX
Beaver Creek Airport,33.65,96.78,9XS2
Lm Ranch Airport,33.63,96.73,TA93
Haunstein Ultralightport,40.32,77.12,0PA2
Yost Personal Use Airport,40.33,77.18,32PA
Weihler Airport,41.31,90.55,2LL2
Tommy's Flying Service Inc Airport,34.38,91.96,AR22
Mountain View Airport,35.59,81.06,20NC
Robert Chris Mc Intosh Airport,34.85,92.17,46AR
Rogers Private Airport,41.33,84.56,5OI9
Bouret Ranch Airport,47.86,98.97,NA06
Smith Airstrip,47.77,98.99,NA70
Sutliff Private Airport,41.17,76.25,33PA
Woodcrest Farms Airstrip,39.47,75.28,JY17
B J Farms Airport,39.46,75.27,NJ06
Gerum Farm Airport,29.39,97.18,TE36
Dean Ranch Airport,29.49,97.12,XS49
Shingletown Airport,40.52,121.82,0Q6
Wade F Maley Field,39.41,80.28,6W0
Shiocton Airport,44.45,88.56,W34
Botsford Aerodrome,40.11,77.45,6PA5
Shippensburg Airport,40.06,77.46,N42
Wolfe Field,41.69,85.60,IN65
Koch Airport,42.46,89.19,IS71
Roy Burden Restricted Landing Area,40.39,89.07,2LL3
Skyline Airstrip,40.51,75.94,PN50
Shonto Airport,36.59,110.65,53AZ
Brisson Airport,43.87,73.32,37VT
Torrey Airport,43.93,73.37,VT24
Strang Airpark,35.54,94.49,0
Black Butte Ranch Airport,43.05,114.47,0ID4
Shoshoni Municipal Airport,43.25,108.12,49U
White Mountain Ultralightport,34.37,109.70,61AZ
Snoddy Air Strip,40.69,82.12,34OI
Juneau Ultralightport,32.59,93.83,5LA0
Heinsohn's Airfield,32.27,93.73,78LA
Caddo Detention Center Airport,32.26,93.94,LS90
Eickhoff Strip,40.2,95.63,5NE2
Shullsburg Airport,42.56,90.23,2WI2
Shungnak Airport,66.89,157.16,SHG
Columbus Air Force Base Aux Field Airfield,32.94,88.58,1MS8
Hildreth Air Park,39.88,87.85,96IS
Prickett-Grooms Field,46.51,88.71,6Y9
Justus Airport,40,88.06,2LL5
Fehringer Aerodrome,41.04,102.95,NE34
Sierra Blanca Airport,31.26,105.30,0
C & W Milliron Flying Field,41.29,79.17,PN13
Sig-Nor Airport,41.38,92.18,IA06
Sigourney Iowa Airport,41.29,92.19,IA50
Flint Ridge Airport,35.82,79.47,22NC
Brooks Field,35.69,79.41,8NC6
Siletz Airport,44.73,123.92,5OR3
Baldwin Airport,39.11,91.04,MO39
Williams Field,36.12,94.47,38AR
Silver Bay Municipal Airport,47.25,91.42,BFW
Beaverhead Airstrip,33.42,108.14,13NM
Me-Own Airport,33.21,108.03,1NM0
Whiskey Creek Airport,32.76,108.21,94E
Turner Ridgeport Airport,32.74,108.29,NM72
Red & White Flying Service Airport,43.12,121.04,0
Saxon Sycan Airport,42.84,121.12,08OR
Connelly Field,34.27,81.77,18SC
Iron Crown Airport,44.94,122.76,22OR
Silverton Municipal Airport,34.47,101.30,79XS
Schantz Airstrip,39.3,104.13,CD15
Wd Flyers Airport,31,91.88,22LA
Atchafalaya Flying Company Airport,30.94,91.79,0
Cox Airport,34.82,82.26,SC33
Parker Field,34.76,82.16,SC47
Glawe's Airport,43.63,96.75,SD99
The Citadel Airport,44.33,121.36,61OR
Pineridge Ranch Airport,44.31,121.44,7OR4
Sage Ranch Airport,44.23,121.39,OG15
Whippet Field,44.32,121.43,OR34
Oakview Airport,34.81,82.82,SC52
Brown's Cape Horn Airport,45.61,122.20,4WA1
Skamokawa East Valley Airport,46.28,123.44,18JY
Skellytown Airport,35.57,101.17,3TE6
Talachulitna River Airport,61.85,151.41,1AK6
Skiatook Municipal Airport,36.36,96.01,2F6
Yav'pe Ma'ta Airport,34.51,112.68,16AZ
Talaheim Airport,61.68,151.39,1AK8
Skykomish State Airport,47.71,121.34,S88
Jeter Field,34.96,89.39,4MS3
Hodges Farm Airport,35.44,76.45,NC73
Duffys Tavern Airport,62.72,143.92,DDT
Slate Creek Airport,45.67,116.31,1S7
Lewis Landing Airport,41.42,74.53,NK79
Slater Memorial Airport,39.23,93.07,9K5
Kitten Farm Private Airport,33.35,101.64,9XS5
Country Breeze Airport,30.71,91.08,01LS
Annison Private Airport,30.7,91.06,LS25
A & P Airpark,30.73,91.15,LS77
Slayton Municipal Airport,43.99,95.78,DVP
Braun's Airport,44.28,94.64,MY03
Sleepy Eye Municipal Airport,44.25,94.72,Y58
Sleetmute Airport,61.7,157.17,SLQ
Akroville Airport,33.39,97.36,XA68
Flying Acres Airport,41.07,80.07,0PN2
Freedom Field,31.12,85.63,AL41
Travis Airport,40.88,79.20,PS98
Joye Ranch Airport,29.24,97.63,0
Overmiller Airport,39.91,98.67,SN23
Jones Light Aviation Airport,32.5,85.08,0
Johnson Field,42.92,82.59,11G
Rollert Farm Airport,39.35,94.52,29MO
Dunham Private Airport,39.33,94.56,79MU
Rye Field,34.05,88.37,MS63
Newberg Airport,39.29,75.57,DE04
Scotty's Place Airport,39.38,75.64,DE29
Kilpatrick Farm Airport,30.73,84.92,6FL2
Winding Creek Airport,34.57,77.44,8NC3
Cantwell Airport,36.5,83.26,TN11
Snettisham Airport,58.13,133.73,7AK2
Kyles Airport,47.81,122.04,WA04
Pleasant Valley Airport,34.63,99.03,07OK
Sleepy Hollow Airport,33.69,83.66,18GA
Stallion Army Air Field,33.82,106.64,95E
Leeward Farm Airport,43.35,90.68,WS51
Kenai River Airpark,60.52,150.75,1AK4
Gaede Airport,60.48,151.17,7AK3
Dahler Homestead Airport,60.5,150.94,7AK5
Dan France Airport,60.48,150.93,7AK6
Moose Run Airstrip,60.49,150.80,AK55
Aerequus Airport,40.39,75.01,38PA
Ransome STOLport,40.4,75.01,57PN
Clark Ranch Airport,36.36,121.31,3CA9
Solomon State Field,64.56,164.45,AK26
High Mesa Airpark,32.76,109.65,3AZ8
Bartlett Field,41.8,91.44,IA25
Harper Ridge Airport,41.41,81.45,67OH
Valley Farms Airport,42.01,72.47,CT29
Lee's Airpark,37.02,84.73,68KY
Cannon Field,29.22,98.55,53TX
Irlbeck Airport,45.1,92.67,24WI
Somerton Airport,32.6,114.67,54AZ
Bottoms Brothers Airport,38.28,87.38,1IN5
Peters Airport,40.6,74.73,4NJ8
Hartwood Airport,38.48,77.61,3VG7
George Airport,41.7,88.69,2LL9
Walnut Creek Airport,41.59,88.69,49IL
Warren Airport,41.65,88.69,95LL
C & L Ranch Ultralightport,31.74,110.63,AZ19
Infineon Raceway Pad 1 Heliport,38.16,122.46,CL85
Derry Landing Strip,39.99,81.86,1OH7
John Fields Ranch Airport,30.55,100.53,0XS2
Allison Ranch Airport,30.53,100.45,13TX
Canyon Ranch Airport,30.27,100.45,TE37
Cauley's Airstrip,32.33,82.64,3GA8
Treutlen County Airport,32.39,82.56,4J8
Gehris Airport,40.32,75.29,39PA
Sjule Private Airstrip,48.93,100.58,7NA9
Kornkven Airstrip,48.89,100.69,NA07
Okeelanta Airport,26.58,80.76,FL41
Miller Airport,42.49,89.10,3LL0
Belridge Strip,35.47,119.72,1CA1
Chain-O-Lakes Airport,41.66,86.35,3IN7
Aaron Penston Field,36.67,78.72,1VA7
Timbers Sky Camp Airport,44.47,83.88,84MI
Dayton Heliport,40.37,74.52,NJ10
Sky Acres Airport,44.42,73.17,VT25
Catskill Valley Airpark,42.28,73.95,2NY0
Lisbon Airfield,39.87,83.63,1OH8
Belleview Landing Airport,36.91,95.60,45OK
South Dayton Airport,42.37,79.01,NY27
Chapman Field,37.67,106.56,CD10
Morning Shadows Ranch Airport,37.74,106.53,CD69
Trowbridge Farms Airport,42.41,86.17,8MI0
Allenholm Airport,44.63,73.31,VT26
Mills Field,38,97.93,31KS
Number 18 Airport,40.56,112.01,UT13
Grace's Landing Airport,42.34,74.75,NY48
Diamond NN Cannery Airport,58.71,156.99,0
South Naknek Nr 2 Airport,58.7,157.01,WSN
Cawleys South Prairie Airport,47.15,122.09,02WA
Carls Airport,42.04,83.30,78MI
Mynatt Field,33.27,96.02,TS25
Pelz Field,39.98,83.61,0
Wormid Airport,42.29,71.50,08MA
Kallander Field,42.3,71.51,09MA
Unknown Field,42.28,71.55,1MA5
Cannizzaro Field,42.08,72.82,28MA
Mc Kay Airport,41.72,98.31,05NE
Glaser Airport,41.69,98.30,NE85
Spangle Field,47.41,117.37,03WA
Paradise Air Ranch Airport,47.47,117.42,WA62
Gibb Ranch Airport,39.83,119.68,2NV2
Justover Field,39.76,119.60,NV44
Palomino Airport,39.83,119.68,NV47
Rolling Thunder Airport,39.83,119.65,NV96
Leigh Farm Airport,40.02,89.55,4IS8
Kozal Airfield,43.13,85.72,76MI
Paul C. Miller-Sparta Airport,43.13,85.68,8D4
Ozark's Flying Patch Airport,37,92.94,0
Hindman Airport,37.06,93.10,9MO5
Maxwell Airport,36.52,81.14,3NC7
Pearson's Farm Airport,35.06,81.94,SC40
Nichols Airport,41.78,79.60,0PN5
Mitchell's Strip,44.47,103.79,SD90
Spearman Municipal Airport,36.22,101.19,E42
Peter Creek Ranch Airport,32.98,92.59,LA58
Ridge Road West Airport,43.22,77.81,7NK4
Timber Trails Airport,39.34,86.78,II25
Miller Airport,39.29,86.82,IN53
Spencer Airport,42.29,71.96,60M
Saikkonen Airport,42.21,76.45,11NY
Hogue Airport,35.64,85.40,TN85
Boggs Field,38.82,81.35,14P
Slate Run Airport,38.78,81.31,55I
Manitou Field,43.2,77.75,91NY
Spencerport Airpark,43.17,77.82,D91
Hilltop Airport,41.26,84.86,58IN
Lakeside Beach Airport,30.5,98.15,0XS6
Fall Creek Air Ranch STOLport,30.42,98.16,52TS
Flying X River Ranch Airport,30.52,98.17,8TA3
Dick Airport,37.45,98.23,0
Anacacho Ranch Airport,29.19,100.28,0XS7
Dunbar Ranch Airport,29.08,100.38,0XS8
Frontier Airport,29.17,100.42,55XS
Laughlin Air Force Base Auxiliary Nr 1 Airport,29.13,100.48,T70
Ox Meadows Airport,47.58,117.44,04WA
Mullan Hill Airport,47.55,117.41,0
Homeport Airport,47.52,117.47,11WA
Fowlers Nw 40 Airport,47.52,117.46,12WA
Tai's Landing Airport,47.73,117.28,WN61
Sky Meadows Airpark,47.61,117.18,WN92
Redfern Aerodrome,47.3,117.96,WN41
Flying T Ranch Airport,42.43,121.35,5OR4
John D Rennick Airport,40.87,89.45,IS62
Double U Ranch Airport,29.92,98.48,0
Kolb Airport,40.16,75.55,43PA
100 Aker Wood Airport,35.77,84.77,TN41
Pillow Hill Airport,42.45,88.20,3LL4
Richardson Field,42.46,88.23,3LL5
Deters Farms Airport,43.56,91.68,MY10
Flying Z Ranch Airport,38.74,94.80,41KS
Weiss Airport,38.71,94.82,86KS
R & S Buzzard Airport,35.68,86.90,0TN0
Spring Paths Airport,35.96,78.17,42NC
De Witt Property Airport,43.1,86.22,34MI
Spring Creek Airport,44.02,89.14,80WI
Pennfield Farm Airport,40.85,77.62,44PA
Fletcher Airport,42.69,88.38,9WI8
Matson Field,43.66,92.40,0MN6
Caldbeck Field,43.71,92.46,7MN3
Fry Field,39.6,84.02,0OH6
Fricke Airport,39.61,83.99,OI34
Lazy J. Ranch Airport,41.3,75.60,PS82
Willie's Airport,45.91,91.63,23WN
Springbrook Airport,45.9,91.68,5WI1
Pine Bluff Airport,48.02,117.74,WA23
Springer Municipal Airport,36.33,104.62,S42
Heifer Creek Ranch Airport,35.3,92.57,16AR
Springfield Municipal Airport,37.46,102.62,8V7
Arnolds Airport,37.66,85.15,36KY
Pankratz Airport,44.31,94.92,0MN5
Gardner Airport,37.12,93.20,39MO
Flying Bar H Ranch Airport,37.18,93.13,MO2
Childress Airstrip,37.14,93.22,MU12
J&J Airport,41.08,96.15,72NE
De Ronda Airport,42.86,74.82,3NY3
Kepes Flying Field,39.92,83.66,1OA4
Springfield Municipal Airport,42.88,97.90,Y03
Holenthawall Airport,36.61,86.81,3TN9
Nobuzzn Airport,36.49,86.91,8TN5
Foreman Field,36.46,86.95,9TN4
Aydelotte STOLport,36.64,86.98,TN51
Jasper Ridge Airstrip,44,122.88,36OR
Springhill Airport,32.98,93.41,SPH
The Last Resort Airport,40.04,85.41,7IN9
Kezer Air Ranch Airport,32.99,97.62,61TE
Eugene's Dream Airport,33.05,97.67,6XS7
Flying E Ranch Airport,32.99,97.68,7XS1
Springview Municipal Airport,42.83,99.74,9V1
Sequoia Ranch Airport,36.15,118.80,CA44
Ciszak Airport,42.51,78.74,35NY
Hedge Hop Field,42.49,78.63,NK27
Travis Field Airport,33.44,100.85,TA16
Sunshine Farms Airport,29.95,81.49,14FD
Van Norman's Airport,44.05,92.09,2MN6
David's Landing Airport,42.8,82.54,5Y5
Lake X Airport,28.21,81.12,57FA
Gator Airpark,28.16,81.23,72FL
Gentry Airport,28.14,81.26,FD37
Aysta Field,45.52,94.12,3MN8
Flying J Airport,45.43,92.62,WS71
Stronghold Airport,31.93,110.04,09AZ
Kuebler RLA Restricted Landing Area,39.06,88.82,4IL4
Becker Personal Airport,45.4,93.39,MY43
Killarny Farm Airport,30.84,91.51,14LA
Solitude Airstrip,30.87,91.43,21LS
Nauga Field,30.76,91.28,LS35
Sara Field,30.95,91.47,LS89
St George Airport,33.2,80.51,6J2
St Helen Airport,44.37,84.40,6Y6
St Ignatius Airport,47.32,114.08,52S
Webster Nolf Airport,38.15,76.43,NUI
Gossard Field,47.12,117.57,8WA7
Double D Skyranch Airport,41.04,76.02,5PA2
Archer Memorial Field,42.91,84.47,2S3
Tripp Creek Airport,43.06,84.49,39T
Schiffer Acres Airport,43.04,84.43,3S5
Randolph's Landing Area Airport,43.11,84.52,61G
Glowacki Airport,43,84.60,97G
Busboom RLA Restricted Landing Area,40.11,88.08,0LL5
Routh Airport,40.06,88.03,9IL2
Tensas Parish Airport,31.98,91.24,L33
Butch's Strip STOLport,39.71,94.80,44MO
Booze Island Airport,39.67,95.01,64MO
Mc Jilton Field,43.41,84.57,2MI4
Sky Island Ranch Airport,47.32,116.64,ID13
Fortman Airport,40.56,84.39,1OH4
Alan's Airport,33.68,80.95,SC07
St Michael Airport,63.49,162.11,SMK
Stewart Airport,38.8,76.27,MD64
Reeds Airport,40.08,83.90,24OI
Waldmeister Farm Airport,38.85,90.64,45MO
St Thomas Municipal Airport,48.63,97.44,4S5
Don's Airport,48.64,97.48,0
Hepler Airport,38.14,87.68,43IN
Yelverton Airport,38.09,87.68,II89
Murk's Strip,40.74,90.38,0LL2
Crystal Airport,42.83,82.53,MI41
Thens Private Airstrip,45.59,94.20,0
Green Airfield,37.94,91.60,96MU
Wakulla Club Airport,30.2,84.25,0
Do-Little Field,33.68,80.95,SC90
Smith Airport,39.39,85.62,II71
Walts Aerial Service Airport,41.25,98.46,NE17
Flying W Airport,36.89,82.30,19VA
Tailwinds Airport,34.83,78.93,06NC
Brinkman Airport,44.26,94.07,0MN1
Sontimer Airport,38.81,90.61,46MO
Airhaven Airport,41.83,73.88,09N
Bowers Airport,45.45,92.97,MN51
Sunrise Airport,45.43,92.99,MY78
Stafford Municipal Airport,37.96,98.65,3TA
Flying T Farm Airport,38.43,77.47,1VA9
Swift Airport,41.97,72.33,CT31
Arledge Field,32.91,99.74,F56
Hilldale Airport,38.25,78.48,78VA
Carranza Farm Airstrip,32.85,111.95,5AZ7
Walter Ranch Airport,32.9,112.25,0
G.M. Ranch Airport,32.9,112.24,AZ61
Robbins Roost Airport,37.41,84.62,00KY
Stanford Airport/Biggerstaff Field,47.15,110.23,S64
Silva Ranch Airport,44.27,115.00,13ID
Stanley Municipal Airport,48.3,102.41,08D
Patterson Ranch Airport,35.17,105.87,NM21
Big Sky Airport,35.17,106.01,NM63
Stanton Airport,37.85,83.85,I50
Herr Mountain Airport,40.59,74.84,5NJ2
Cain Field,43.6,85.49,38C
Diamond Bar Jones Airport,41.49,100.49,5NE3
Bay Field,41.43,100.48,9NE7
Brosius Field,41.4,100.48,9NE8
Snake River Skydiving Airport,43.73,116.52,ID92
Falcon Field,32.11,90.05,MS69
McCasland Ranch Airport,31.45,98.32,49XS
Star City Municipal Airport,33.93,91.88,55M
Danielson Field Airport,45.21,92.54,1WN3
Hexum Flight Park Ultralightport,45.19,92.55,WS30
Starbuck Municipal Airport,45.6,95.53,D32
Vey Sheep Ranch Airport,45.09,118.40,37OR
Oktibbeha Airport,33.5,88.68,M51
Anderson Private Airport,48.38,99.03,NA10
Hiawatha Airport,41.92,75.36,4PA6
Dean Ranch Airport,29.9,98.40,14TA
Homan Airport,40.72,77.98,47PA
Southern Agricultural Aviation Airport,32.33,81.76,1GA4
Crawford Hendrix Farm Airport,32.24,81.64,GA07
Stoneriver Airport,35.88,80.78,NC09
Raeford Rhyne Airpark,35.96,80.98,NC15
Merritt Airport,39.47,83.49,2OH2
Hatch Airport,44.77,122.85,5OR8
Lone Oaks Ranch Airport,44.78,122.76,5OR9
Kingston Airpark,44.78,122.73,8OR2
Mesa 1 Airport,40.41,106.82,81CO
Skyote Airport,40.76,106.97,CD02
Lucky L Ranch Airport,40.36,106.83,CD99
Stebbins Airport,63.52,162.28,WBB
Steele Municipal Airport,36.1,89.86,M12
Kalainov Private Airport,46.92,99.89,ND32
Brook Hill Farm Airport,37.93,79.18,VA00
Hopper Field,33.62,88.29,MS04
Bernadt Airport,40.19,96.21,NE20
Ancient Oaks Airport,29.73,83.35,39FD
Dalbom Ultralightport,36.77,94.21,83MU
Stephen Municipal Airport,48.46,96.86,D41
Wilson Airport,33.44,93.05,4F8
Ed Shadle Airport,32.3,98.33,15TX
Ratliff Airport,32.26,98.11,16TX
Kimzey Airport,32.45,98.25,17TX
Sterling Air Park,60.56,150.84,40AK
Lakewood Airstrip,60.53,150.94,53AK
Dutch Landing Strip,60.54,150.87,88AK
South Gasline Airport,60.7,150.18,AK39
Scooter's Landing Strip,60.53,150.83,AK84
Mertens Airport,40.62,103.33,3CO2
Stutzke Airport,41.81,89.84,LL38
Spring Hill Airport,41.35,75.42,70N
Mc Entire's Lazy V Ranch Airport,31.83,101.06,58XS
Alvie Cole Ranch Airport,31.64,100.97,TS95
Bodine Airport,31.9,100.87,96TE
Bass Lake Airport,46.16,86.48,8MI7
Jefferson County Airpark,40.36,80.70,2G2
Stevens Village Airport,66.02,149.05,SVS
Stevenson Airport,34.89,85.80,7A6
Key Way Airport,45.72,121.89,19WA
Kent Fort Manor Airport,38.86,76.36,7MD8
Stevensville Airport,46.53,114.05,32S
Ckye Field,46.54,114.04,MT32
Lee Metcalf National Wildlife Refuge Airport,46.56,114.07,0
Stevinson Strip,37.32,120.87,CA45
Home Free Airport,41.8,89.02,3IL7
Ranken Airport,41.84,89.09,4LL0
Staton Airport,41.85,89.09,4LL1
Thompson Airport,41.81,89.05,9IL4
Shoestring Aviation Airfield,39.79,76.65,0P2
Draco STOLport,39.75,76.54,84PN
Marsteller Airport,39.73,76.53,PN17
Air-List-Ads Airport,40.7,75.13,JY07
Livingston Airport,43.59,98.45,SD75
Stigler Regional Airport,35.29,95.09,GZL
Dolata Airport,44.89,88.02,6WI5
Cain's Field,44.85,88.01,WS72
Harris Airport,39.33,76.08,MD69
Thrifty Acres STOLport,42.14,89.23,4IL3
Keller Airport,45.14,92.86,0MN8
Mulberry Hill Airport,36.14,96.94,6OK9
Hilltop Airport,36.19,97.09,88OK
Hillside Airport,38.82,94.61,63K
Pine Sod Ranch Airport,38.73,94.65,8KS7
Stilwell Airport,35.84,94.63,45OL
Stilwell Cherokee Nation Airport,35.76,94.65,O11
Gorden E Bellah International Airport,33.55,84.17,4GE2
Bailey Airport,29.22,97.87,2TS8
Airwolfe Airport,44.5,92.20,6WN5
Bogus Creek Airport,44.5,92.20,WI75
Wichman Airport,40.62,87.61,96LL
Carter Field,40.81,91.81,IA26
Bald Eagle Field,39.56,81.78,8OA7
Harley Airport,37.95,121.24,6CL8
John L Coppernoll Airport,42.31,89.98,4LL3
Providence Place Field,42.29,89.96,99IL
Stockton Airport,42.32,89.99,IS37
Stockton Municipal Airport,39.38,99.30,0S2
Felix Airport,40.29,86.78,37IN
Gap View Airport,40.86,75.13,49PA
Lakewood Lodge Airport,45.78,91.56,14WS
Tercio Ranch Airstrip,37.07,105.02,3CO4
Burg Lake Aero Airport,30.23,98.65,30TX
Redstone Ranch Airport,30.25,98.59,TS76
Stonington Airpark,41.35,71.89,CT80
Mc Christy Airport,39.64,89.14,IS54
Stonington Municipal Airport,44.17,68.68,93B
Flying Bj Airport,35.81,81.07,3NC5
Uff-Da Airport,42.94,89.29,2WI1
Matson Airport,42.91,89.19,2WI6
Wisersky Airport,42.94,89.13,95WI
Ivy Bend Airport,38.19,92.99,9MO6
Quemahening Flightpark Ultralightport,40.08,78.95,2PN4
Cuinche Airport,37.25,93.11,MO01
Comanche Livestock Airport,39.83,104.32,59CO
Comanche Airfield Llc Airport,39.75,104.31,CO38
Comanche Springs Ranch Airport,39.72,104.32,CO97
Voller Airport,46.13,100.11,ND41
Plane Country Airport,40.56,81.55,45OI
Mulberry Run Airport,39.04,78.39,VA17
Newton Field,36.16,119.85,12CL
Stone Land County Airport,36.13,119.99,36CA
Westlake Farms Airport,36.12,119.89,92CA
Machado Dusters Airport,36.16,119.81,CA05
Jones Farms Airport,36.2,119.84,CA49
Diamond C Ranch Airport,34.78,96.93,9OK5
Pronger Bros Ranch Airport,36.22,102.10,3.00E+07
Stratford Field,36.35,102.05,H70
Taylor Flight Park Ultralightport,41.19,79.28,5PA9
Hagi Landing Area Airport,41.11,88.80,39IS
Rothrock Airport,41.13,88.80,54IL
Wilts Airport,41.16,88.94,LL52
Gienger/Box Bar Ranch Airport,46.63,99.45,1NA5
Byrt Airport,31.92,96.26,5XS9
Stromsburg Municipal Airport,41.13,97.58,23NE
Rocky Hollow Field,40.57,78.88,PN72
Ike John Private Airport,45.4,102.80,SD60
Stroud Municipal Airport,35.79,96.66,SUD
Pegasus Air Park,40.93,75.35,50PA
Brion Memorial Airport,44.56,91.37,3WN9
Bloecher Farm Airport,42.75,78.46,92NY
Naked Lady Ranch Airport,27.14,80.34,64FA
Stuart Mountain Airpark,34.92,96.13,OL19
Micro Airport,36.74,80.45,1VA1
Hawk Air Airport,39.2,92.26,MO10
Sturgis Municipal Airport,37.54,87.95,TWT
Bruch Ranch Airport,44.45,103.39,SD24
Sudan Airport,34.05,102.52,9XS6
Fairview Field,34.1,102.62,XA05
Sudbury Airport,42.35,71.43,MA70
Taylor Field,39.19,75.79,0MD1
Whalen Field,39.17,75.84,25MD
Roseland Airport,39.19,75.88,32MD
Flying Acres Airport,39.18,75.91,MD70
Deeds Field,39.65,82.54,0
Sanders Personal Use Airport,41.99,79.30,70PN
Durbin Airport,39.64,88.64,85IL
Drake Airport,39.13,87.38,49IN
Shrum Field,39.04,87.42,II98
Mcdermott Air Park,43.01,88.60,31WI
Dodge/Coppola/Wheeler Airport,42.21,76.77,NK53
Sully Municipal Airport,41.57,92.85,8C2
Kml Airport,30.28,93.36,12LA
Sulphur Municipal Airport,34.52,96.99,F30
Midkiff Airport,40.02,85.47,2IN5
Roberts Field,40,85.43,39IN
